epoch,train_loss,train_acc,val_loss,val_acc
1,0.7016490708098515,0.7694085513184158,1.6488545792443412,0.4607142857142857
2,0.4197691075064728,0.8495640298350667,1.4313391174588885,0.525
3,0.3526805341932525,0.8696291627271773,1.3812324966703142,0.55
4,0.3003655427759442,0.8888538712049585,1.405399933883122,0.5785714285714286
5,0.2652938614085462,0.9025107679378086,1.8472004073006767,0.475
6,0.23300594863163748,0.9143817627902091,1.2064794744764056,0.6714285714285714
7,0.20277498895248605,0.9242567496585776,1.3441996335983277,0.6178571428571429
8,0.17047309900065258,0.9388591238575481,1.1053164039339338,0.6857142857142857
